category,cids,citations,core,dois,ecs,externalid,extid,geneids,name,pathwayid,pclids,pmcids,pmids,protacxns,pwacc,pwtype,source,srcid,taxid,taxname,url
Metabolic,280|305|700|1014|1015|1038|5957|6022|6131|6176|123727|644102|6323481|24762165|24778833|25246222|52924904|53478051|131820207|131821102,,1,,2.1.1.17|2.1.1.71|2.7.1.32|2.7.1.82|2.7.7.14|2.7.7.15|2.7.8.1|2.7.8.2|2.7.8.22|4.1.1.65,SMP0014372,SMP0014372,1119|5130|5833|10390|10400|23761,"Phosphatidylcholine Biosynthesis PC(18:0/18:4(6Z,9Z,12Z,15Z))",1198002,,,,P35790|P49585|Q99447|Q9UBM1|Q9UG56|Q9Y6K0,PathBank:SMP0014372,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0014372
Metabolic,280|305|700|1014|1015|1038|5957|6022|6131|6176|123727|449007|644102|9543739|24762165|24778840|25246222|52926069|131820208|131821103,,1,,2.1.1.17|2.1.1.71|2.7.1.32|2.7.1.82|2.7.7.14|2.7.7.15|2.7.8.1|2.7.8.2|2.7.8.22|4.1.1.65,SMP0014373,SMP0014373,1119|5130|5833|10390|10400|23761,Phosphatidylcholine Biosynthesis PC(18:0/20:0),1198003,,,,P35790|P49585|Q99447|Q9UBM1|Q9UG56|Q9Y6K0,PathBank:SMP0014373,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0014373
Metabolic,280|305|700|1014|1015|1038|5957|6022|6131|6176|123727|644102|6323481|9543748|9546841|24762165|24778842|25246222|131820209|131821104,,1,,2.1.1.17|2.1.1.71|2.7.1.32|2.7.1.82|2.7.7.14|2.7.7.15|2.7.8.1|2.7.8.2|2.7.8.22|4.1.1.65,SMP0014374,SMP0014374,1119|5130|5833|10390|10400|23761,Phosphatidylcholine Biosynthesis PC(18:0/20:1(11Z)),1198004,,,,P35790|P49585|Q99447|Q9UBM1|Q9UG56|Q9Y6K0,PathBank:SMP0014374,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0014374
Metabolic,280|305|700|1014|1015|1038|5957|6022|6131|6176|123727|644102|6323481|9543757|9546824|24762165|24778847|25246222|131820210|131821105,,1,,2.1.1.17|2.1.1.71|2.7.1.32|2.7.1.82|2.7.7.14|2.7.7.15|2.7.8.1|2.7.8.2|2.7.8.22|4.1.1.65,SMP0014375,SMP0014375,1119|5130|5833|10390|10400|23761,"Phosphatidylcholine Biosynthesis PC(18:0/20:2(11Z,14Z))",1198005,,,,P35790|P49585|Q99447|Q9UBM1|Q9UG56|Q9Y6K0,PathBank:SMP0014375,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0014375
Metabolic,280|305|700|1014|1015|1038|5957|6022|6131|6176|123727|644102|6323481|24762165|24778855|25246222|42627598|53478052|131820211|131821106,,1,,2.1.1.17|2.1.1.71|2.7.1.32|2.7.1.82|2.7.7.14|2.7.7.15|2.7.8.1|2.7.8.2|2.7.8.22|4.1.1.65,SMP0014376,SMP0014376,1119|5130|5833|10390|10400|23761,"Phosphatidylcholine Biosynthesis PC(18:0/20:3(5Z,8Z,11Z))",1198006,,,,P35790|P49585|Q99447|Q9UBM1|Q9UG56|Q9Y6K0,PathBank:SMP0014376,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0014376
Metabolic,280|305|700|1014|1015|1038|5957|6022|6131|6176|123727|644102|9543767|24762165|24778857|25246222|52924903|52925994|131820212|131821107,,1,,2.1.1.17|2.1.1.71|2.7.1.32|2.7.1.82|2.7.7.14|2.7.7.15|2.7.8.1|2.7.8.2|2.7.8.22|4.1.1.65,SMP0014377,SMP0014377,1119|5130|5833|10390|10400|23761,"Phosphatidylcholine Biosynthesis PC(18:0/20:3(8Z,11Z,14Z))",1198007,,,,P35790|P49585|Q99447|Q9UBM1|Q9UG56|Q9Y6K0,PathBank:SMP0014377,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0014377
Metabolic,280|305|700|1014|1015|1038|5957|6022|6131|6176|123727|644102|5289133|6438587|16219824|24762165|24779545|25246222|131820213|131821108,,1,,2.1.1.17|2.1.1.71|2.7.1.32|2.7.1.82|2.7.7.14|2.7.7.15|2.7.8.1|2.7.8.2|2.7.8.22|4.1.1.65,SMP0014378,SMP0014378,1119|5130|5833|10390|10400|23761,"Phosphatidylcholine Biosynthesis PC(18:0/20:4(5Z,8Z,11Z,14Z))",1198008,,,,P35790|P49585|Q99447|Q9UBM1|Q9UG56|Q9Y6K0,PathBank:SMP0014378,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0014378
Metabolic,280|305|700|1014|1015|1038|5957|6022|6131|6176|123727|644102|24762165|25246222|53478053|53478701|53479610|53480354|131820214|131821109,,1,,2.1.1.17|2.1.1.71|2.7.1.32|2.7.1.82|2.7.7.14|2.7.7.15|2.7.8.1|2.7.8.2|2.7.8.22|4.1.1.65,SMP0014379,SMP0014379,1119|5130|5833|10390|10400|23761,"Phosphatidylcholine Biosynthesis PC(18:0/20:4(8Z,11Z,14Z,17Z))",1198009,,,,P35790|P49585|Q99447|Q9UBM1|Q9UG56|Q9Y6K0,PathBank:SMP0014379,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0014379
Metabolic,280|305|700|1014|1015|1038|5957|6022|6131|6176|123727|644102|6323481|9543787|24762165|24778860|25246222|52924902|131820215|131821110,,1,,2.1.1.17|2.1.1.71|2.7.1.32|2.7.1.82|2.7.7.14|2.7.7.15|2.7.8.1|2.7.8.2|2.7.8.22|4.1.1.65,SMP0014380,SMP0014380,1119|5130|5833|10390|10400|23761,"Phosphatidylcholine Biosynthesis PC(18:0/20:5(5Z,8Z,11Z,14Z,17Z))",1198010,,,,P35790|P49585|Q99447|Q9UBM1|Q9UG56|Q9Y6K0,PathBank:SMP0014380,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0014380
Metabolic,280|305|700|1014|1015|1038|5957|6022|6131|6176|123727|644102|6323481|9543810|9546846|24762165|24778864|25246222|131820216|131821111,,1,,2.1.1.17|2.1.1.71|2.7.1.32|2.7.1.82|2.7.7.14|2.7.7.15|2.7.8.1|2.7.8.2|2.7.8.22|4.1.1.65,SMP0014381,SMP0014381,1119|5130|5833|10390|10400|23761,Phosphatidylcholine Biosynthesis PC(18:0/22:0),1198011,,,,P35790|P49585|Q99447|Q9UBM1|Q9UG56|Q9Y6K0,PathBank:SMP0014381,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0014381
Metabolic,280|305|700|1014|1015|1038|5957|6022|6131|6176|123727|644102|6323481|9543822|9546850|24762165|24778866|25246222|131820217|131821112,,1,,2.1.1.17|2.1.1.71|2.7.1.32|2.7.1.82|2.7.7.14|2.7.7.15|2.7.8.1|2.7.8.2|2.7.8.22|4.1.1.65,SMP0014382,SMP0014382,1119|5130|5833|10390|10400|23761,Phosphatidylcholine Biosynthesis PC(18:0/22:1(13Z)),1198012,,,,P35790|P49585|Q99447|Q9UBM1|Q9UG56|Q9Y6K0,PathBank:SMP0014382,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0014382
Metabolic,280|305|700|1014|1015|1038|5957|6022|6131|6176|123727|644102|6323481|9543847|24762165|25246222|52922667|52924335|131820218|131821113,,1,,2.1.1.17|2.1.1.71|2.7.1.32|2.7.1.82|2.7.7.14|2.7.7.15|2.7.8.1|2.7.8.2|2.7.8.22|4.1.1.65,SMP0014383,SMP0014383,1119|5130|5833|10390|10400|23761,"Phosphatidylcholine Biosynthesis PC(18:0/22:2(13Z,16Z))",1198013,,,,P35790|P49585|Q99447|Q9UBM1|Q9UG56|Q9Y6K0,PathBank:SMP0014383,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0014383
Metabolic,280|305|700|1014|1015|1038|5957|6022|6131|6176|123727|644102|6323481|9543859|24762165|24778868|25246222|52924901|131820219|131821114,,1,,2.1.1.17|2.1.1.71|2.7.1.32|2.7.1.82|2.7.7.14|2.7.7.15|2.7.8.1|2.7.8.2|2.7.8.22|4.1.1.65,SMP0014384,SMP0014384,1119|5130|5833|10390|10400|23761,"Phosphatidylcholine Biosynthesis PC(18:0/22:4(7Z,10Z,13Z,16Z))",1198014,,,,P35790|P49585|Q99447|Q9UBM1|Q9UG56|Q9Y6K0,PathBank:SMP0014384,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0014384
Metabolic,280|305|700|1014|1015|1038|5957|6022|6131|6176|123727|644102|6323481|24762165|24778871|25246222|53478054|53479611|131820220|131821115,,1,,2.1.1.17|2.1.1.71|2.7.1.32|2.7.1.82|2.7.7.14|2.7.7.15|2.7.8.1|2.7.8.2|2.7.8.22|4.1.1.65,SMP0014385,SMP0014385,1119|5130|5833|10390|10400|23761,"Phosphatidylcholine Biosynthesis PC(18:0/22:5(4Z,7Z,10Z,13Z,16Z))",1198015,,,,P35790|P49585|Q99447|Q9UBM1|Q9UG56|Q9Y6K0,PathBank:SMP0014385,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0014385
Metabolic,280|305|700|1014|1015|1038|5957|6022|6131|6176|123727|644102|9543870|24762165|24778873|25246222|53479612|53480355|131820221|131821116,,1,,2.1.1.17|2.1.1.71|2.7.1.32|2.7.1.82|2.7.7.14|2.7.7.15|2.7.8.1|2.7.8.2|2.7.8.22|4.1.1.65,SMP0014386,SMP0014386,1119|5130|5833|10390|10400|23761,"Phosphatidylcholine Biosynthesis PC(18:0/22:5(7Z,10Z,13Z,16Z,19Z))",1198016,,,,P35790|P49585|Q99447|Q9UBM1|Q9UG56|Q9Y6K0,PathBank:SMP0014386,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0014386
Metabolic,280|305|700|1014|1015|1038|5957|6022|6131|6176|123727|644102|9543881|9546798|24762165|24778876|24779546|25246222|131820222|131821117,,1,,2.1.1.17|2.1.1.71|2.7.1.32|2.7.1.82|2.7.7.14|2.7.7.15|2.7.8.1|2.7.8.2|2.7.8.22|4.1.1.65,SMP0014387,SMP0014387,1119|5130|5833|10390|10400|23761,"Phosphatidylcholine Biosynthesis PC(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",1198017,,,,P35790|P49585|Q99447|Q9UBM1|Q9UG56|Q9Y6K0,PathBank:SMP0014387,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0014387
Metabolic,280|305|700|1014|1015|1038|5957|6022|6131|6176|123727|644102|6323481|24762165|24778880|25246222|53478055|53479613|131820223|131821118,,1,,2.1.1.17|2.1.1.71|2.7.1.32|2.7.1.82|2.7.7.14|2.7.7.15|2.7.8.1|2.7.8.2|2.7.8.22|4.1.1.65,SMP0014388,SMP0014388,1119|5130|5833|10390|10400|23761,Phosphatidylcholine Biosynthesis PC(18:0/24:0),1198018,,,,P35790|P49585|Q99447|Q9UBM1|Q9UG56|Q9Y6K0,PathBank:SMP0014388,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0014388
Metabolic,280|305|700|1014|1015|1038|5957|6022|6131|6176|123727|644102|6323481|9546992|24762165|24778881|25246222|53478056|131820224|131821119,,1,,2.1.1.17|2.1.1.71|2.7.1.32|2.7.1.82|2.7.7.14|2.7.7.15|2.7.8.1|2.7.8.2|2.7.8.22|4.1.1.65,SMP0014389,SMP0014389,1119|5130|5833|10390|10400|23761,Phosphatidylcholine Biosynthesis PC(18:0/24:1(15Z)),1198019,,,,P35790|P49585|Q99447|Q9UBM1|Q9UG56|Q9Y6K0,PathBank:SMP0014389,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0014389
Metabolic,280|305|700|1014|1015|1038|5957|6022|6131|6176|123727|644102|6323481|24762165|25246222|53478057|53478711|53479618|131820225|131821120,,1,,2.1.1.17|2.1.1.71|2.7.1.32|2.7.1.82|2.7.7.14|2.7.7.15|2.7.8.1|2.7.8.2|2.7.8.22|4.1.1.65,SMP0014390,SMP0014390,1119|5130|5833|10390|10400|23761,Phosphatidylcholine Biosynthesis PC(18:1(11Z)/14:0),1198020,,,,P35790|P49585|Q99447|Q9UBM1|Q9UG56|Q9Y6K0,PathBank:SMP0014390,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0014390
Metabolic,280|305|700|1014|1015|1038|5957|6022|6131|6176|123727|644102|6323481|24762165|25246222|53478058|53478713|53479619|131820226|131821121,,1,,2.1.1.17|2.1.1.71|2.7.1.32|2.7.1.82|2.7.7.14|2.7.7.15|2.7.8.1|2.7.8.2|2.7.8.22|4.1.1.65,SMP0014391,SMP0014391,1119|5130|5833|10390|10400|23761,Phosphatidylcholine Biosynthesis PC(18:1(11Z)/14:1(9Z)),1198021,,,,P35790|P49585|Q99447|Q9UBM1|Q9UG56|Q9Y6K0,PathBank:SMP0014391,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0014391
Metabolic,280|305|700|1014|1015|1038|5957|6022|6131|6176|123727|644102|6323481|24762165|25246222|53478059|53478715|53479620|131820227|131821122,,1,,2.1.1.17|2.1.1.71|2.7.1.32|2.7.1.82|2.7.7.14|2.7.7.15|2.7.8.1|2.7.8.2|2.7.8.22|4.1.1.65,SMP0014392,SMP0014392,1119|5130|5833|10390|10400|23761,Phosphatidylcholine Biosynthesis PC(18:1(11Z)/15:0),1198022,,,,P35790|P49585|Q99447|Q9UBM1|Q9UG56|Q9Y6K0,PathBank:SMP0014392,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0014392
Metabolic,280|305|700|1014|1015|1038|5957|6022|6131|6176|123727|644102|6323481|24762165|25246222|53478060|53478717|53479621|131820228|131821123,,1,,2.1.1.17|2.1.1.71|2.7.1.32|2.7.1.82|2.7.7.14|2.7.7.15|2.7.8.1|2.7.8.2|2.7.8.22|4.1.1.65,SMP0014393,SMP0014393,1119|5130|5833|10390|10400|23761,Phosphatidylcholine Biosynthesis PC(18:1(11Z)/16:0),1198023,,,,P35790|P49585|Q99447|Q9UBM1|Q9UG56|Q9Y6K0,PathBank:SMP0014393,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0014393
Metabolic,280|305|700|1014|1015|1038|5957|6022|6131|6176|123727|644102|6323481|24762165|25246222|53478061|53478719|53479622|131820229|131821124,,1,,2.1.1.17|2.1.1.71|2.7.1.32|2.7.1.82|2.7.7.14|2.7.7.15|2.7.8.1|2.7.8.2|2.7.8.22|4.1.1.65,SMP0014394,SMP0014394,1119|5130|5833|10390|10400|23761,Phosphatidylcholine Biosynthesis PC(18:1(11Z)/16:1(9Z)),1198024,,,,P35790|P49585|Q99447|Q9UBM1|Q9UG56|Q9Y6K0,PathBank:SMP0014394,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0014394
Metabolic,280|305|700|1014|1015|1038|5957|6022|6131|6176|123727|644102|6323481|24762165|24778894|25246222|53478062|53479623|131820230|131821125,,1,,2.1.1.17|2.1.1.71|2.7.1.32|2.7.1.82|2.7.7.14|2.7.7.15|2.7.8.1|2.7.8.2|2.7.8.22|4.1.1.65,SMP0014395,SMP0014395,1119|5130|5833|10390|10400|23761,Phosphatidylcholine Biosynthesis PC(18:1(11Z)/18:0),1198025,,,,P35790|P49585|Q99447|Q9UBM1|Q9UG56|Q9Y6K0,PathBank:SMP0014395,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0014395
Metabolic,280|305|700|1014|1015|1038|5957|6022|6131|6176|123727|644102|6323481|24762165|24778895|25246222|53478063|53479624|131820085|131820981,,1,,2.1.1.17|2.1.1.71|2.7.1.32|2.7.1.82|2.7.7.14|2.7.7.15|2.7.8.1|2.7.8.2|2.7.8.22|4.1.1.65,SMP0014396,SMP0014396,1119|5130|5833|10390|10400|23761,Phosphatidylcholine Biosynthesis PC(18:1(11Z)/18:1(11Z)),1198026,,,,P35790|P49585|Q99447|Q9UBM1|Q9UG56|Q9Y6K0,PathBank:SMP0014396,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0014396
Metabolic,280|305|700|1014|1015|1038|5957|6022|6131|6176|123727|644102|6323481|24762165|25246222|53478064|53478721|53479625|131820084|131820980,,1,,2.1.1.17|2.1.1.71|2.7.1.32|2.7.1.82|2.7.7.14|2.7.7.15|2.7.8.1|2.7.8.2|2.7.8.22|4.1.1.65,SMP0014397,SMP0014397,1119|5130|5833|10390|10400|23761,Phosphatidylcholine Biosynthesis PC(18:1(11Z)/18:1(9Z)),1198027,,,,P35790|P49585|Q99447|Q9UBM1|Q9UG56|Q9Y6K0,PathBank:SMP0014397,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0014397
Metabolic,280|305|700|1014|1015|1038|5957|6022|6131|6176|123727|644102|6323481|24762165|25246222|53478065|53478723|53479626|131820231|131821126,,1,,2.1.1.17|2.1.1.71|2.7.1.32|2.7.1.82|2.7.7.14|2.7.7.15|2.7.8.1|2.7.8.2|2.7.8.22|4.1.1.65,SMP0014398,SMP0014398,1119|5130|5833|10390|10400|23761,"Phosphatidylcholine Biosynthesis PC(18:1(11Z)/18:2(9Z,12Z))",1198028,,,,P35790|P49585|Q99447|Q9UBM1|Q9UG56|Q9Y6K0,PathBank:SMP0014398,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0014398
Metabolic,280|305|700|1014|1015|1038|5957|6022|6131|6176|123727|644102|6323481|24762165|25246222|53478066|53478725|53479627|131820232|131821127,,1,,2.1.1.17|2.1.1.71|2.7.1.32|2.7.1.82|2.7.7.14|2.7.7.15|2.7.8.1|2.7.8.2|2.7.8.22|4.1.1.65,SMP0014399,SMP0014399,1119|5130|5833|10390|10400|23761,"Phosphatidylcholine Biosynthesis PC(18:1(11Z)/18:3(6Z,9Z,12Z))",1198029,,,,P35790|P49585|Q99447|Q9UBM1|Q9UG56|Q9Y6K0,PathBank:SMP0014399,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0014399
Metabolic,280|305|700|1014|1015|1038|5957|6022|6131|6176|123727|644102|6323481|24762165|25246222|53478067|53478727|53479628|131820233|131821128,,1,,2.1.1.17|2.1.1.71|2.7.1.32|2.7.1.82|2.7.7.14|2.7.7.15|2.7.8.1|2.7.8.2|2.7.8.22|4.1.1.65,SMP0014400,SMP0014400,1119|5130|5833|10390|10400|23761,"Phosphatidylcholine Biosynthesis PC(18:1(11Z)/18:3(9Z,12Z,15Z))",1198030,,,,P35790|P49585|Q99447|Q9UBM1|Q9UG56|Q9Y6K0,PathBank:SMP0014400,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0014400
Metabolic,280|305|700|1014|1015|1038|5957|6022|6131|6176|123727|644102|6323481|24762165|25246222|53478068|53478729|53479629|131820234|131821129,,1,,2.1.1.17|2.1.1.71|2.7.1.32|2.7.1.82|2.7.7.14|2.7.7.15|2.7.8.1|2.7.8.2|2.7.8.22|4.1.1.65,SMP0014401,SMP0014401,1119|5130|5833|10390|10400|23761,"Phosphatidylcholine Biosynthesis PC(18:1(11Z)/18:4(6Z,9Z,12Z,15Z))",1198031,,,,P35790|P49585|Q99447|Q9UBM1|Q9UG56|Q9Y6K0,PathBank:SMP0014401,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0014401
Metabolic,280|305|700|1014|1015|1038|5957|6022|6131|6176|123727|644102|6323481|24762165|25246222|53478069|53478731|53479630|131820235|131821130,,1,,2.1.1.17|2.1.1.71|2.7.1.32|2.7.1.82|2.7.7.14|2.7.7.15|2.7.8.1|2.7.8.2|2.7.8.22|4.1.1.65,SMP0014402,SMP0014402,1119|5130|5833|10390|10400|23761,Phosphatidylcholine Biosynthesis PC(18:1(11Z)/20:0),1198032,,,,P35790|P49585|Q99447|Q9UBM1|Q9UG56|Q9Y6K0,PathBank:SMP0014402,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0014402
Metabolic,280|305|700|1014|1015|1038|5957|6022|6131|6176|123727|644102|6323481|24762165|25246222|53478070|53478733|53479631|131820236|131821131,,1,,2.1.1.17|2.1.1.71|2.7.1.32|2.7.1.82|2.7.7.14|2.7.7.15|2.7.8.1|2.7.8.2|2.7.8.22|4.1.1.65,SMP0014403,SMP0014403,1119|5130|5833|10390|10400|23761,Phosphatidylcholine Biosynthesis PC(18:1(11Z)/20:1(11Z)),1198033,,,,P35790|P49585|Q99447|Q9UBM1|Q9UG56|Q9Y6K0,PathBank:SMP0014403,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0014403
Metabolic,280|305|700|1014|1015|1038|5957|6022|6131|6176|123727|644102|6323481|24762165|25246222|53478071|53478735|53479632|131820237|131821132,,1,,2.1.1.17|2.1.1.71|2.7.1.32|2.7.1.82|2.7.7.14|2.7.7.15|2.7.8.1|2.7.8.2|2.7.8.22|4.1.1.65,SMP0014404,SMP0014404,1119|5130|5833|10390|10400|23761,"Phosphatidylcholine Biosynthesis PC(18:1(11Z)/20:2(11Z,14Z))",1198034,,,,P35790|P49585|Q99447|Q9UBM1|Q9UG56|Q9Y6K0,PathBank:SMP0014404,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0014404
Metabolic,280|305|700|1014|1015|1038|5957|6022|6131|6176|123727|644102|6323481|24762165|25246222|53478072|53478737|53479633|131820238|131821133,,1,,2.1.1.17|2.1.1.71|2.7.1.32|2.7.1.82|2.7.7.14|2.7.7.15|2.7.8.1|2.7.8.2|2.7.8.22|4.1.1.65,SMP0014405,SMP0014405,1119|5130|5833|10390|10400|23761,"Phosphatidylcholine Biosynthesis PC(18:1(11Z)/20:3(5Z,8Z,11Z))",1198035,,,,P35790|P49585|Q99447|Q9UBM1|Q9UG56|Q9Y6K0,PathBank:SMP0014405,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0014405
Metabolic,280|305|700|1014|1015|1038|5957|6022|6131|6176|123727|644102|6323481|24762165|25246222|53478073|53478739|53479634|131820239|131821134,,1,,2.1.1.17|2.1.1.71|2.7.1.32|2.7.1.82|2.7.7.14|2.7.7.15|2.7.8.1|2.7.8.2|2.7.8.22|4.1.1.65,SMP0014406,SMP0014406,1119|5130|5833|10390|10400|23761,"Phosphatidylcholine Biosynthesis PC(18:1(11Z)/20:3(8Z,11Z,14Z))",1198036,,,,P35790|P49585|Q99447|Q9UBM1|Q9UG56|Q9Y6K0,PathBank:SMP0014406,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0014406
Metabolic,280|305|700|1014|1015|1038|5957|6022|6131|6176|123727|644102|6323481|24762165|25246222|53478074|53478741|53479635|131820240|131821135,,1,,2.1.1.17|2.1.1.71|2.7.1.32|2.7.1.82|2.7.7.14|2.7.7.15|2.7.8.1|2.7.8.2|2.7.8.22|4.1.1.65,SMP0014407,SMP0014407,1119|5130|5833|10390|10400|23761,"Phosphatidylcholine Biosynthesis PC(18:1(11Z)/20:4(5Z,8Z,11Z,14Z))",1198037,,,,P35790|P49585|Q99447|Q9UBM1|Q9UG56|Q9Y6K0,PathBank:SMP0014407,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0014407
Metabolic,280|305|700|1014|1015|1038|5957|6022|6131|6176|123727|644102|6323481|24762165|25246222|53478075|53478743|53479636|131820241|131821136,,1,,2.1.1.17|2.1.1.71|2.7.1.32|2.7.1.82|2.7.7.14|2.7.7.15|2.7.8.1|2.7.8.2|2.7.8.22|4.1.1.65,SMP0014408,SMP0014408,1119|5130|5833|10390|10400|23761,"Phosphatidylcholine Biosynthesis PC(18:1(11Z)/20:4(8Z,11Z,14Z,17Z))",1198038,,,,P35790|P49585|Q99447|Q9UBM1|Q9UG56|Q9Y6K0,PathBank:SMP0014408,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0014408
Metabolic,280|305|700|1014|1015|1038|5957|6022|6131|6176|123727|644102|6323481|24762165|24778898|25246222|53478076|53479637|131820242|131821137,,1,,2.1.1.17|2.1.1.71|2.7.1.32|2.7.1.82|2.7.7.14|2.7.7.15|2.7.8.1|2.7.8.2|2.7.8.22|4.1.1.65,SMP0014409,SMP0014409,1119|5130|5833|10390|10400|23761,"Phosphatidylcholine Biosynthesis PC(18:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z))",1198039,,,,P35790|P49585|Q99447|Q9UBM1|Q9UG56|Q9Y6K0,PathBank:SMP0014409,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0014409
Metabolic,280|305|700|1014|1015|1038|5957|6022|6131|6176|123727|644102|6323481|9546859|24762165|24778899|25246222|53478077|131820243|131821138,,1,,2.1.1.17|2.1.1.71|2.7.1.32|2.7.1.82|2.7.7.14|2.7.7.15|2.7.8.1|2.7.8.2|2.7.8.22|4.1.1.65,SMP0014410,SMP0014410,1119|5130|5833|10390|10400|23761,Phosphatidylcholine Biosynthesis PC(18:1(11Z)/22:0),1198040,,,,P35790|P49585|Q99447|Q9UBM1|Q9UG56|Q9Y6K0,PathBank:SMP0014410,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0014410
Metabolic,280|305|700|1014|1015|1038|5957|6022|6131|6176|123727|644102|6323481|24762165|25246222|53478078|53478745|53479638|131820244|131821139,,1,,2.1.1.17|2.1.1.71|2.7.1.32|2.7.1.82|2.7.7.14|2.7.7.15|2.7.8.1|2.7.8.2|2.7.8.22|4.1.1.65,SMP0014411,SMP0014411,1119|5130|5833|10390|10400|23761,Phosphatidylcholine Biosynthesis PC(18:1(11Z)/22:1(13Z)),1198041,,,,P35790|P49585|Q99447|Q9UBM1|Q9UG56|Q9Y6K0,PathBank:SMP0014411,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0014411
Metabolic,280|305|700|1014|1015|1038|5957|6022|6131|6176|123727|644102|6323481|24762165|25246222|53478079|53478747|53479639|131820245|131821140,,1,,2.1.1.17|2.1.1.71|2.7.1.32|2.7.1.82|2.7.7.14|2.7.7.15|2.7.8.1|2.7.8.2|2.7.8.22|4.1.1.65,SMP0014412,SMP0014412,1119|5130|5833|10390|10400|23761,"Phosphatidylcholine Biosynthesis PC(18:1(11Z)/22:2(13Z,16Z))",1198042,,,,P35790|P49585|Q99447|Q9UBM1|Q9UG56|Q9Y6K0,PathBank:SMP0014412,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0014412
Metabolic,280|305|700|1014|1015|1038|5957|6022|6131|6176|123727|644102|6323481|24762165|25246222|53478080|53478749|53479640|131820246|131821141,,1,,2.1.1.17|2.1.1.71|2.7.1.32|2.7.1.82|2.7.7.14|2.7.7.15|2.7.8.1|2.7.8.2|2.7.8.22|4.1.1.65,SMP0014413,SMP0014413,1119|5130|5833|10390|10400|23761,"Phosphatidylcholine Biosynthesis PC(18:1(11Z)/22:4(7Z,10Z,13Z,16Z))",1198043,,,,P35790|P49585|Q99447|Q9UBM1|Q9UG56|Q9Y6K0,PathBank:SMP0014413,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0014413
